Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,8,199,11.5,.710,.613,.516,3.1,12.4,8.1,6.5,0.5,0.0,7.3,9.9,,0.5,0.2,0.7,.169,,2.4,0.1,2.5,0.2
2 seasons,,IND,NBA,,8,199,11.5,.710,.613,.516,3.1,12.4,8.1,6.5,0.5,0.0,7.3,9.9,,0.5,0.2,0.7,.169,,2.4,0.1,2.5,0.2
