2-Pt Field Goal Attempts
2008-09 NBA 1160 (9th)
2009-10 NBA 1317 (2nd)
2011-12 NBA 953 (8th)
2012-13 NBA 1099 (10th)
2013-14 NBA 1197 (5th)
