Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,19,SEA,NBA,SG,80,2768,.430,12.8,.850,.259,.121,.152,.318,.150,.455,.607,.376,.341,.415,.288,.555,.070,92,.932,.078,.375,1,0
2008-09,20,OKC,NBA,SF,74,2885,.476,12.9,.835,.260,.098,.178,.299,.165,.486,.677,.397,.405,.398,.422,.502,.086,114,.948,.083,.368,0,0
2009-10,21,OKC,NBA,SF,82,3239,.476,13.2,.790,.245,.107,.203,.235,.210,.506,.703,.444,.445,.380,.365,.471,.082,133,.773,.048,.235,1,0
2010-11,22,OKC,NBA,SF,78,3038,.462,15.5,.731,.162,.113,.160,.296,.269,.504,.795,.414,.439,.413,.350,.565,.083,125,.855,.063,.385,0,0
2011-12,23,OKC,NBA,SF,66,2546,.496,13.8,.735,.213,.157,.184,.182,.265,.535,.739,.448,.424,.483,.387,.396,.082,102,.805,.047,.500,1,0
2012-13,24,OKC,NBA,SF,81,3119,.510,13.3,.767,.220,.166,.195,.186,.233,.539,.737,.471,.475,.432,.416,.449,.083,115,.799,.060,.400,0,0
2013-14,25,OKC,NBA,SF,81,3122,.503,13.8,.709,.223,.150,.191,.145,.291,.549,.798,.417,.441,.445,.391,.447,.088,146,.557,.053,.423,1,0
2014-15,26,OKC,NBA,SF,27,913,.510,14.9,.660,.206,.109,.184,.161,.340,.565,.802,.412,.535,.400,.403,.511,.079,37,.656,.094,.533,0,0
2015-16,27,OKC,NBA,SF,72,2578,.505,14.6,.652,.212,.098,.182,.161,.348,.569,.737,.437,.542,.455,.387,.518,.081,106,.640,.037,.389,0,0
2016-17,28,GSW,NBA,SF,50,1715,.541,13.7,.700,.266,.115,.167,.155,.300,.611,.781,.505,.455,.564,.377,.564,.100,83,.804,.121,.419,2,0
