Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,19,SEA,NBA,SG,80,2768,,93%,7%,,,-11.6,-8.7,81,96,55,63,,28,,407,187,37,85
2008-09,20,OKC,NBA,SF,74,2885,,12%,80%,8%,,-9.1,-8.5,78,83,64,65,,39,,454,210,43,73
2009-10,21,OKC,NBA,SF,82,3239,,3%,89%,8%,,+7.1,+16.5,89,114,68,84,,41,,513,325,58,74
2010-11,22,OKC,NBA,SF,78,3038,,2%,85%,12%,,+4.0,-0.6,69,97,52,88,,31,,476,229,50,66
2011-12,23,OKC,NBA,SF,66,2546,,,78%,22%,,+7.1,+1.9,91,111,46,61,,30,,542,189,54,54
2012-13,24,OKC,NBA,SF,81,3119,,,77%,23%,,+11.3,+7.2,119,115,46,74,,25,3,900,284,65,52
2013-14,25,OKC,NBA,SF,81,3122,,4%,71%,25%,,+8.0,+6.0,123,115,47,94,3,22,5,1004,301,68,51
2014-15,26,OKC,NBA,SF,27,913,,1%,75%,25%,,+8.5,+8.4,42,23,9,22,2,7,1,250,64,16,8
2015-16,27,OKC,NBA,SF,72,2578,,,74%,26%,,+11.7,+13.0,100,115,35,70,6,16,2,825,169,32,38
2016-17,28,GSW,NBA,SF,50,1715,,,44%,56%,,+15.5,+8.3,18,76,19,58,1,10,3,598,138,38,26
