Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,706,479,19813,6.8,15.6,.434,2.5,6.2,.406,4.3,9.4,.452,2.3,2.9,.799,1.1,4.1,5.2,3.2,1.3,0.3,1.8,4.8,18.3,,109,110
4 seasons,,PHO,NBA,,254,254,9234,6.6,15.2,.437,3.4,8.0,.422,3.3,7.2,.454,1.8,2.2,.800,0.8,3.8,4.6,3.2,1.0,0.4,1.4,4.1,18.4,,113,111
4 seasons,,UTA,NBA,,247,132,6703,7.3,17.0,.428,1.8,4.7,.376,5.5,12.3,.447,3.4,4.2,.798,1.2,4.2,5.4,2.8,1.4,0.3,2.2,5.7,19.7,,105,110
2 seasons,,PHI,NBA,,79,12,920,6.2,14.5,.425,0.8,2.8,.277,5.4,11.7,.460,2.1,2.8,.750,1.8,4.8,6.6,4.2,1.3,0.2,2.9,6.5,15.2,,96,104
1 season,,DAL,NBA,,75,32,1173,4.1,9.3,.441,0.9,2.3,.412,3.2,7.1,.450,1.0,1.5,.676,2.1,4.3,6.4,2.5,2.3,0.4,1.9,5.9,10.2,,101,104
2 seasons,,CHA,NBA,,50,49,1760,7.6,17.3,.440,2.4,6.2,.393,5.2,11.1,.465,2.3,2.6,.881,1.2,5.0,6.2,3.8,1.3,0.2,2.2,3.8,19.9,,107,109
1 season,,GSW,NBA,,1,0,23,8.3,12.5,.667,6.2,6.2,1.000,2.1,6.2,.333,0.0,0.0,,0.0,4.2,4.2,6.2,0.0,0.0,0.0,4.2,22.9,,184,118
