Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2000-01,24,PHI,NBA,SG,5,0,30,3.5,12.4,.286,1.8,5.3,.333,1.8,7.1,.250,0.0,0.0,,0.0,1.8,1.8,0.0,1.8,0.0,3.5,1.8,8.8,,59,104
2001-02,25,PHI,NBA,SG,74,12,890,6.2,14.6,.429,0.7,2.7,.273,5.5,11.9,.464,2.2,2.9,.750,1.9,4.9,6.7,4.3,1.3,0.2,2.9,6.6,15.4,,97,104
2002-03,26,DAL,NBA,SG,75,32,1173,4.1,9.3,.441,0.9,2.3,.412,3.2,7.1,.450,1.0,1.5,.676,2.1,4.3,6.4,2.5,2.3,0.4,1.9,5.9,10.2,,101,104
2003-04,27,UTA,NBA,SG,82,4,2020,9.0,22.1,.409,1.7,4.6,.373,7.3,17.5,.418,5.4,6.8,.786,1.6,5.0,6.6,2.9,1.7,0.4,3.0,7.2,25.1,,103,105
2004-05,28,UTA,NBA,SG,63,32,1790,9.2,20.2,.454,1.6,4.1,.403,7.6,16.2,.467,3.4,4.6,.747,1.5,4.6,6.1,2.8,1.3,0.2,2.4,6.2,23.4,,105,112
2005-06,29,PHO,NBA,SG,79,79,2959,7.2,15.7,.457,3.3,7.5,.442,3.9,8.2,.471,1.9,2.5,.788,0.7,3.5,4.3,3.5,1.3,0.4,1.5,4.2,19.7,,114,109
2006-07,30,PHO,NBA,SG,78,78,2917,7.1,16.3,.432,3.5,8.5,.413,3.5,7.8,.452,2.0,2.6,.776,0.8,3.5,4.3,3.4,0.9,0.4,1.4,4.0,19.7,,113,110
2007-08,31,PHO,NBA,SG,75,75,2646,5.9,14.1,.421,3.3,8.2,.401,2.6,5.9,.449,1.5,1.7,.868,0.9,4.3,5.1,3.2,1.0,0.5,1.2,4.1,16.7,,113,111
2008-09,32,TOT,NBA,SG,67,66,2315,6.8,15.6,.437,2.6,6.2,.421,4.2,9.4,.448,2.0,2.3,.853,0.9,4.6,5.6,3.2,1.1,0.2,2.0,3.8,18.3,,109,111
2008-09,32,PHO,NBA,SG,22,22,712,5.3,12.4,.429,3.1,6.6,.468,2.2,5.8,.386,1.1,1.5,.762,0.6,3.9,4.5,2.0,0.9,0.1,1.3,4.0,14.9,,114,116
2008-09,32,CHA,NBA,SG,45,44,1603,7.6,17.2,.440,2.4,6.0,.395,5.2,11.2,.464,2.4,2.7,.877,1.1,4.9,6.1,3.8,1.3,0.2,2.3,3.7,19.9,,107,109
2009-10,33,TOT,NBA,SG,6,5,180,8.1,17.8,.459,3.5,7.9,.444,4.7,9.9,.471,0.9,0.9,1.000,1.5,5.2,6.7,3.8,1.2,0.6,1.5,4.4,20.7,,116,107
2009-10,33,CHA,NBA,SG,5,5,157,8.1,18.6,.436,3.0,8.1,.375,5.1,10.5,.484,1.0,1.0,1.000,1.7,5.4,7.1,3.4,1.4,0.7,1.7,4.4,20.3,,109,105
2009-10,33,GSW,NBA,SG,1,0,23,8.3,12.5,.667,6.2,6.2,1.000,2.1,6.2,.333,0.0,0.0,,0.0,4.2,4.2,6.2,0.0,0.0,0.0,4.2,22.9,,184,118
2010-11,34,UTA,NBA,SG,68,63,2097,4.8,11.7,.409,1.7,4.9,.352,3.1,6.9,.449,2.3,2.6,.892,0.8,3.6,4.4,3.0,1.4,0.4,1.6,4.2,13.6,,107,114
2011-12,35,UTA,NBA,SG,34,33,796,5.3,11.5,.466,2.2,5.7,.391,3.1,5.7,.540,1.4,1.6,.840,0.4,2.8,3.2,2.5,0.9,0.1,1.4,5.1,14.3,,115,112
