Player,Sim,1,2,3,4
Pops Mensah-Bonsu,,0.3,0.0,0.0,0.0
Bob Bigelow,77.6,0.4,0.0,0.0,0.0
Scooter McCray,71.4,0.3,0.1,0.0,
Easy Parham,53.3,0.3,0.1,0.0,
Ken Durrett,48.9,0.5,0.1,0.0,0.0
Joe Courtney,45.3,0.4,0.1,0.0,-0.1
Lazar Hayward,42.2,0.3,0.1,-0.1,
Alando Tucker,41.1,0.2,0.1,0.0,
Anthony Frederick,40.4,0.5,0.2,0.0,
Andre Brown,38.6,0.4,0.0,-0.1,
Dan Langhi,36.8,0.4,0.0,-0.1,-0.1
