Value Over Replacement Player
1995-96 NBA 5.3 (7th)
1996-97 NBA 6.2 (6th)
1997-98 NBA 5.6 (4th)
1998-99 NBA 3.8 (4th)
1999-00 NBA 7.6 (2nd)
2001-02 NBA 5.5 (9th)
Career NBA 63.0 (21st)
Career 63.0 (22nd)
