All-League
1990-91 All-Rookie (2nd)
1993-94 All-Defensive (1st)
1993-94 All-NBA (3rd)
1994-95 All-Defensive (1st)
1994-95 All-NBA (2nd)
1995-96 All-Defensive (1st)
1995-96 All-NBA (2nd)
1996-97 All-Defensive (1st)
1996-97 All-NBA (2nd)
1997-98 All-Defensive (1st)
1997-98 All-NBA (1st)
1998-99 All-Defensive (1st)
1998-99 All-NBA (2nd)
1999-00 All-Defensive (1st)
1999-00 All-NBA (1st)
2000-01 All-Defensive (1st)
2000-01 All-NBA (3rd)
2001-02 All-Defensive (1st)
2001-02 All-NBA (2nd)
