Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,22,SEA,NBA,PG,5,5,27.0,2.2,5.4,.407,0.0,0.2,.000,2.2,5.2,.423,.407,0.4,0.4,1.000,1.0,1.6,2.6,6.4,1.6,0.2,1.8,3.2,4.8
1991-92,23,SEA,NBA,PG,8,8,27.6,3.4,7.3,.466,0.0,0.3,.000,3.4,7.0,.482,.466,0.9,1.5,.583,0.8,1.9,2.6,4.8,1.0,0.3,1.3,3.3,7.6
1992-93,24,SEA,NBA,PG,19,19,31.8,5.5,12.4,.443,0.1,0.3,.167,5.4,12.1,.450,.445,1.3,1.9,.676,1.2,2.2,3.3,3.7,1.8,0.2,1.8,3.4,12.3
1993-94,25,SEA,NBA,PG,5,5,36.2,6.8,13.8,.493,0.6,1.8,.333,6.2,12.0,.517,.514,1.6,3.8,.421,1.2,2.2,3.4,5.6,1.6,0.4,1.6,3.0,15.8
1994-95,26,SEA,NBA,PG,4,4,43.0,8.0,16.8,.478,0.5,2.5,.200,7.5,14.3,.526,.493,1.3,3.0,.417,1.5,1.0,2.5,5.3,1.3,0.0,2.0,3.3,17.8
1995-96,27,SEA,NBA,PG,21,21,43.4,7.7,15.9,.485,2.0,4.8,.410,5.8,11.1,.517,.546,3.3,5.2,.633,0.9,4.2,5.1,6.8,1.8,0.3,3.0,3.3,20.7
1996-97,28,SEA,NBA,PG,12,12,45.5,8.8,21.3,.412,2.1,6.3,.333,6.7,15.0,.444,.461,4.2,5.1,.820,1.7,3.8,5.4,8.7,2.2,0.3,2.9,2.2,23.8
1997-98,29,SEA,NBA,PG,10,10,42.8,8.7,18.3,.475,1.9,5.0,.380,6.8,13.3,.511,.527,4.7,5.0,.940,0.9,2.5,3.4,7.0,1.8,0.1,2.6,3.1,24.0
1999-00,31,SEA,NBA,PG,5,5,44.2,10.0,22.6,.442,1.8,4.6,.391,8.2,18.0,.456,.482,4.0,5.2,.769,1.6,6.0,7.6,7.4,1.8,0.2,3.6,3.2,25.8
2001-02,33,SEA,NBA,PG,5,5,41.4,9.0,21.2,.425,0.8,3.0,.267,8.2,18.2,.451,.443,3.4,5.8,.586,2.0,6.6,8.6,5.8,0.6,0.4,2.6,2.4,22.2
2002-03,34,MIL,NBA,PG,6,6,41.8,8.0,18.7,.429,0.2,2.5,.067,7.8,16.2,.485,.433,2.3,3.3,.700,0.7,2.3,3.0,8.7,1.3,0.2,2.2,3.0,18.5
2003-04,35,LAL,NBA,PG,22,22,35.1,3.1,8.5,.366,0.6,2.5,.250,2.5,5.9,.415,.403,1.0,1.3,.750,0.9,2.4,3.3,5.3,1.0,0.2,1.3,2.7,7.8
2004-05,36,BOS,NBA,PG,7,7,34.1,4.7,10.6,.446,0.1,2.0,.071,4.6,8.6,.533,.453,0.7,0.9,.833,1.1,3.0,4.1,4.6,0.9,0.1,1.6,1.4,10.3
2005-06,37,MIA,NBA,PG,23,0,24.3,2.1,5.0,.422,0.7,2.5,.293,1.4,2.5,.552,.496,0.8,1.1,.720,0.3,1.5,1.7,1.6,1.0,0.1,0.8,2.4,5.8
2006-07,38,MIA,NBA,PG,2,0,16.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,1.5,0.0,0.0,2.0,1.5,0.0
