Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1990-91,22,SEA,NBA,PG,5,135,10.3,.430,.037,.074,4.4,7.2,5.8,33.6,3.0,0.5,24.4,11.7,,0.0,0.1,0.1,.044,,-2.2,3.3,1.1,0.1
1991-92,23,SEA,NBA,PG,8,221,11.1,.482,.034,.207,3.3,8.5,5.9,24.6,1.9,0.6,13.6,14.4,,0.2,0.1,0.2,.049,,-1.9,2.1,0.2,0.1
1992-93,24,SEA,NBA,PG,19,605,12.7,.466,.026,.157,4.0,8.4,6.1,18.4,3.0,0.4,11.9,20.8,,0.2,0.5,0.6,.048,,-1.2,1.6,0.4,0.4
1993-94,25,SEA,NBA,PG,5,181,18.1,.511,.130,.275,3.7,7.0,5.3,32.8,2.4,0.9,9.4,21.9,,0.3,0.2,0.5,.133,,3.8,-0.3,3.5,0.2
1994-95,26,SEA,NBA,PG,4,172,12.1,.491,.149,.179,4.3,2.9,3.6,21.9,1.6,0.0,10.0,21.2,,0.1,0.1,0.2,.066,,0.5,-2.4,-1.9,0.0
1995-96,27,SEA,NBA,PG,21,911,19.0,.568,.299,.326,2.9,11.4,7.5,31.0,2.2,0.6,14.0,23.6,,1.9,1.2,3.1,.162,,4.1,1.6,5.7,1.8
1996-97,28,SEA,NBA,PG,12,546,19.8,.506,.294,.239,4.1,9.7,6.8,34.0,2.5,0.7,11.0,26.0,,1.1,0.4,1.5,.136,,3.3,1.0,4.2,0.9
1997-98,29,SEA,NBA,PG,10,428,23.0,.585,.273,.273,2.6,6.9,4.8,30.4,2.4,0.2,11.3,25.6,,1.7,-0.1,1.5,.170,,4.2,-0.5,3.7,0.6
1999-00,31,SEA,NBA,PG,5,221,22.2,.518,.204,.230,4.0,16.4,9.9,33.6,2.2,0.3,12.6,29.6,,0.5,0.2,0.7,.144,,4.2,1.9,6.2,0.5
2001-02,33,SEA,NBA,PG,5,207,20.2,.467,.142,.274,5.4,19.3,12.1,28.3,0.8,0.8,9.9,31.0,,0.2,0.0,0.1,.034,,0.2,1.4,1.7,0.2
2002-03,34,MIL,NBA,PG,6,251,16.6,.459,.134,.179,2.0,6.6,4.3,37.2,1.7,0.3,9.7,25.1,,0.2,0.0,0.2,.041,,-0.6,0.0,-0.6,0.1
2003-04,35,LAL,NBA,PG,22,772,11.1,.431,.301,.151,2.9,8.0,5.4,25.3,1.7,0.4,12.4,14.3,,0.6,0.4,1.0,.061,,-0.8,1.1,0.2,0.4
2004-05,36,BOS,NBA,PG,7,239,12.9,.470,.189,.081,4.2,10.8,7.5,25.0,1.4,0.4,12.6,17.9,,0.1,0.3,0.4,.077,,0.5,-0.7,-0.2,0.1
2005-06,37,MIA,NBA,PG,23,560,8.6,.524,.500,.216,1.3,6.9,4.2,10.1,2.2,0.4,12.4,12.3,,0.2,0.9,1.1,.094,,0.1,1.2,1.3,0.5
2006-07,38,MIA,NBA,PG,2,32,-7.3,.000,.333,.000,0.0,15.8,7.6,13.5,0.0,0.0,57.1,10.3,,-0.2,0.0,-0.2,-0.258,,-14.2,2.1,-12.1,-0.1
