Weekly Awards
"Jan 9, 1994 Player of the Week"
"Apr 20, 1997 Player of the Week"
"Apr 25, 1999 Player of the Week"
"Jan 2, 2000 Player of the Week"
"Jan 16, 2000 Player of the Week"
"Dec 10, 2000 Player of the Week"
"Jan 21, 2001 Player of the Week"
"Jan 6, 2002 Player of the Week"
"Dec 15, 2002 Player of the Week"
