Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2011-12,23,POR,NBA,PG,44,541,79%,21%,,,,-14.4,-15.9,23,10,9,28,,5,,149,9,1,15
2012-13,24,POR,NBA,PG,40,288,100%,,,,,-2.4,+1.3,17,11,1,7,,1,2,78,10,2,7
