Player,Sim,1,2,3
DeAndre Liggins,,0.6,0.0,0.0
Paul McCracken,90.5,0.5,0.0,0.0
Clay Johnson,89.5,0.6,0.1,0.0
Gus Bailey,78.6,0.5,0.2,0.0
Bryan Warrick,75.5,0.5,0.1,0.0
Carl Thomas,74.8,0.7,0.0,0.0
Kevin Williams,71.5,0.6,0.1,0.1
Othyus Jeffers,68.6,0.7,0.1,0.1
Tom Ingelsby,68.3,0.7,0.1,0.0
Craig Ehlo,66.5,0.5,0.2,0.0
John Lucas III,64.4,0.6,0.0,-0.1
