Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,19,ATL,NBA,PF,79,1952,,,1%,71%,28%,-2.4,+6.0,29,22,32,127,,14,,135,120,23,56
2006-07,20,ATL,NBA,PF,64,2179,,,29%,67%,4%,-5.1,+0.6,40,39,48,97,,25,,263,109,15,57
2007-08,21,ATL,NBA,SF,80,2765,,,58%,35%,8%,-2.9,-2.7,44,48,35,131,,18,,297,167,25,73
2008-09,22,ATL,NBA,SF,61,2093,,,57%,38%,5%,+0.2,-3.6,24,20,26,64,,17,,180,115,20,53
2009-10,23,ATL,NBA,SF,81,2468,,,65%,34%,1%,+6.0,+2.6,20,31,21,85,,14,,207,85,18,51
2010-11,24,ATL,NBA,SF,65,1865,,,65%,28%,6%,-0.9,-0.1,23,23,16,53,,7,,195,66,19,39
2011-12,25,ATL,NBA,SF,57,1500,,,65%,16%,19%,+2.9,-1.7,16,12,11,45,,4,,171,48,9,44
2012-13,26,UTA,NBA,SF,73,1727,,,73%,26%,1%,-2.8,-4.6,26,19,15,44,,10,2,167,34,7,30
2013-14,27,UTA,NBA,PF,66,1674,,,2%,95%,3%,-5.8,+3.8,22,14,17,54,0,13,7,185,32,7,17
2014-15,28,CHO,NBA,PF,78,2035,,,1%,83%,16%,-4.0,-1.1,28,10,22,66,2,17,8,224,23,7,12
2015-16,29,CHO,NBA,PF,81,2338,,,17%,83%,,+4.9,+4.9,20,17,25,51,6,20,0,270,46,11,28
2016-17,30,CHO,NBA,PF,44,1211,,,,98%,1%,+1.2,+0.4,5,17,8,30,1,6,1,132,28,9,26
