Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,23,CHI,NBA,C,61,613,,,,,100%,-0.8,+2.7,23,13,21,64,,11,,92,51,13,30
2008-09,24,CHI,NBA,C,56,715,,,,,100%,-3.8,-4.4,14,8,18,69,,7,,100,27,6,23
2009-10,25,TOT,NBA,C,32,311,,,,,100%,-3.0,-0.7,10,5,3,0,,0,,46,0,2,8
2009-10,25,CHI,NBA,C,8,50,,,,,100%,-25.8,-24.6,0,0,1,5,,1,,5,3,1,3
2009-10,25,NOH,NBA,C,24,261,,,,,100%,+1.1,+4.4,10,5,2,27,,2,,41,11,1,5
2010-11,26,NOH,NBA,C,41,531,,,,,100%,+1.4,+0.8,7,5,20,43,,12,,34,11,6,12
2011-12,27,TOR,NBA,C,49,813,,,,,100%,-9.5,-7.7,16,6,29,69,,16,,56,23,5,15
2012-13,28,TOR,NBA,C,42,513,,,,,100%,-8.5,-8.0,15,4,17,34,,14,0,75,19,1,12
2013-14,29,TOT,NBA,C,37,355,,,,,100%,-11.7,-12.5,9,2,20,0,0,0,0,48,0,0,10
2013-14,29,TOR,NBA,C,4,20,,,,,100%,-10.7,-14.5,0,0,4,1,0,3,0,7,1,0,0
2013-14,29,SAC,NBA,C,33,335,,,,,100%,-11.7,-9.3,9,2,16,23,0,12,4,41,6,0,10
