Player,Sim,1,2,3,4
James White,,0.5,0.3,0.0,
Anthony Jones,95.6,0.5,0.3,0.0,
Doug Lee,85.6,0.4,0.4,0.0,
Corey Beck,66.1,0.4,0.2,-0.1,
Darrin Hancock,63.8,0.5,0.4,0.2,
Elliot Williams,63.3,0.3,0.3,0.1,0.0
Kennard Winchester,61.1,0.5,0.4,0.3,
Milt Williams,59.7,0.4,0.2,0.1,0.1
Andre McCarter,55.8,0.8,0.3,0.0,
Clay Johnson,55.2,0.6,0.1,0.0,
Russ Lee,53.2,0.3,0.2,0.0,
