Season,Team,Lg,Salary
2012-13,Indiana Pacers,NBA,"$1,073,280"
2013-14,Phoenix Suns,NBA,"$1,121,520"
2014-15,Milwaukee Bucks,NBA,"$1,169,880"
2015-16,Milwaukee Bucks,NBA,"$2,109,294"
