Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,23,NOH,NBA,PF,71,930,.474,3.4,.991,.711,.136,.083,.061,.009,.478,.549,.323,.158,.429,.000,.593,.079,17,,.000,,0,0
2004-05,24,NOH,NBA,SF,30,552,.436,8.7,.971,.419,.134,.186,.233,.029,.437,.514,.261,.406,.425,.400,.562,.023,3,1.000,.200,1.000,1,0
2005-06,25,NOK,NBA,PF,74,2526,.512,10.0,.989,.341,.125,.178,.347,.011,.514,.598,.450,.451,.487,.273,.641,.044,40,.333,.000,,0,0
2006-07,26,NOK,NBA,PF,52,1900,.476,10.3,.968,.292,.189,.177,.311,.032,.481,.623,.447,.386,.423,.320,.553,.018,12,.875,.160,.750,0,0
2007-08,27,NOH,NBA,PF,76,2870,.482,9.9,.981,.299,.204,.187,.291,.019,.487,.582,.432,.422,.468,.240,.567,.045,52,1.000,.120,.333,1,0
2008-09,28,NOH,NBA,PF,76,2982,.472,10.3,.981,.255,.202,.242,.281,.019,.477,.621,.456,.383,.441,.240,.578,.030,35,1.000,.240,.333,1,0
2009-10,29,NOH,NBA,PF,81,2949,.505,9.1,.978,.351,.174,.219,.234,.022,.510,.614,.465,.431,.463,.259,.565,.019,21,1.000,.296,.250,0,0
2010-11,30,NOH,NBA,PF,70,2451,.508,10.1,.991,.201,.329,.213,.249,.009,.510,.670,.459,.462,.490,.222,.599,.018,18,1.000,.111,.000,1,0
2011-12,31,IND,NBA,PF,66,1925,.487,9.5,.987,.223,.335,.201,.228,.013,.491,.606,.446,.465,.466,.222,.536,.021,14,1.000,.333,.333,1,0
2012-13,32,IND,NBA,PF,73,2435,.498,9.9,.981,.223,.327,.197,.234,.019,.503,.631,.485,.422,.475,.211,.635,.021,21,.500,.158,.333,2,0
2013-14,33,IND,NBA,PF,80,2472,.488,10.6,.984,.201,.294,.178,.311,.016,.491,.614,.435,.395,.521,.267,.665,.021,18,1.000,.400,.000,0,0
2014-15,34,IND,NBA,PF,66,1895,.471,12.8,.971,.159,.198,.157,.456,.029,.479,.642,.419,.324,.502,.200,.740,.006,3,1.000,.150,.333,0,0
2015-16,35,SAS,NBA,PF,78,1404,.545,10.1,.984,.257,.230,.152,.346,.016,.546,.713,.485,.500,.484,.429,.784,.029,11,1.000,.143,.000,0,0
2016-17,36,GSW,NBA,PF,42,484,.545,10.9,.970,.284,.209,.104,.373,.030,.546,.658,.571,.357,.500,.500,.859,.045,6,1.000,.000,,1,0
