Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2007-08,20,WAKE,30,,164,337,28,100,82,119,,244,37,41,40,78,,438,.487,.280,.689,,14.6,8.1,1.2
2008-09,21,WAKE,31,,187,345,22,69,69,99,,264,62,44,48,74,,465,.542,.319,.697,,15.0,8.5,2.0
