Season,Team,Lg,Salary
2009-10,Chicago Bulls,NBA,"$1,594,080"
2010-11,Toronto Raptors,NBA,"$1,713,600"
2011-12,Toronto Raptors,NBA,"$1,833,120"
2012-13,Sacramento Kings,NBA,"$2,812,006"
2014-15,Toronto Raptors,NBA,"$2,500,000"
2015-16,Toronto Raptors,NBA,"$2,500,000"
