Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2009-10,22,CHI,NBA,PF,65,757,,,4%,84%,11%,-8.8,-8.9,15,15,31,66,,9,,107,37,12,17
2010-11,23,TOT,NBA,SF,38,822,,,83%,13%,4%,-3.4,-4.4,32,14,18,0,,0,,189,0,7,17
2010-11,23,CHI,NBA,SF,13,123,,,51%,39%,10%,+8.2,-0.0,10,3,5,16,,4,,31,4,1,6
2010-11,23,TOR,NBA,SF,25,699,,,89%,9%,2%,-5.5,+1.7,22,11,13,34,,10,,158,25,6,11
2011-12,24,TOR,NBA,SF,62,1561,,,59%,30%,11%,-5.1,-2.6,33,28,40,78,,20,,269,56,12,41
2012-13,25,SAC,NBA,SF,54,878,,,48%,37%,15%,-15.6,-13.0,24,19,25,53,,6,0,136,36,15,31
2013-14,26,MEM,NBA,SF,52,956,,,78%,22%,,+7.0,+6.5,28,24,14,52,1,8,1,242,40,6,24
2014-15,27,TOR,NBA,PF,70,1370,,,4%,76%,20%,+6.4,+4.6,26,29,24,75,11,13,1,225,50,15,24
2015-16,28,TOR,NBA,PF,57,926,,,3%,84%,13%,+0.6,-5.6,17,24,13,36,3,5,0,156,34,6,13
2016-17,29,MIA,NBA,PF,45,1176,,,1%,91%,8%,-1.8,+0.8,17,56,22,56,4,12,1,349,51,15,28
