Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,376,137,9368,4.6,11.1,.412,1.7,4.7,.361,2.9,6.4,.449,1.5,1.9,.769,0.7,2.4,3.1,3.3,1.2,0.1,1.4,2.9,12.3
5 seasons,,MIL,NBA,,350,137,9153,4.6,11.2,.415,1.7,4.7,.364,2.9,6.5,.451,1.5,1.9,.770,0.7,2.4,3.1,3.3,1.2,0.1,1.4,2.9,12.4
1 season,,GSW,NBA,,19,0,171,2.5,9.1,.279,1.3,4.4,.286,1.3,4.6,.273,0.4,0.8,.500,1.3,2.5,3.8,2.7,1.3,0.2,1.3,2.7,6.7
1 season,,PHO,NBA,,5,0,42,2.6,9.4,.273,0.0,5.1,.000,2.6,4.3,.600,1.7,1.7,1.000,1.7,1.7,3.4,1.7,0.0,0.0,4.3,2.6,6.9
1 season,,DAL,NBA,,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
