Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,24,HOU,NBA,PG,2,8,.000,46.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,.000,0,,.000,,1,0
2011-12,29,CHI,NBA,PG,5,94,.450,16.9,.675,.025,.200,.200,.250,.325,.481,.000,.625,.375,.500,.385,.154,.000,0,.800,.154,.500,0,0
