Player,Sim,1,2,3,4
Aron Baynes,,4.1,3.9,0.6,0.1
Hank Finkel,80.5,3.4,3.4,0.9,0.0
Bismack Biyombo,79.5,4.0,3.2,1.4,0.6
Ervin Johnson,76.6,5.2,3.9,1.3,0.7
Rasho Nesterovic,76.4,4.1,3.0,1.5,0.0
Blair Rasmussen,75.7,4.2,3.3,1.8,-0.1
Mike Sojourner,72.8,4.7,2.7,0.9,
Mike Gminski,72.4,4.3,4.0,1.8,1.5
Cherokee Parks,71.8,3.8,2.2,0.9,0.2
Greg Oden,71.5,4.6,2.2,0.5,
Joe Strawder,69.6,4.3,3.6,3.0,
