2-Pt Field Goal Attempts
1997-98 NBA 1277 (6th)
1998-99 NBA 886 (1st)
1999-00 NBA 1445 (6th)
2000-01 NBA 1409 (7th)
2001-02 NBA 1285 (7th)
2002-03 NBA 1410 (5th)
2003-04 NBA 1568 (1st)
2004-05 NBA 1335 (3rd)
2006-07 NBA 1285 (4th)
Career NBA 20510 (10th)
Career 20510 (14th)
