Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,24,MIN,NBA,PF,81,3202,,,,45%,55%,+3.3,+8.8,84,59,87,82,,28,,873,189,49,45
2001-02,25,MIN,NBA,PF,81,3175,,,2%,84%,14%,+5.8,+10.1,97,56,76,71,,33,,904,173,35,61
2002-03,26,MIN,NBA,PF,82,3321,,,6%,81%,13%,+6.1,+23.6,82,66,81,86,,30,,1065,214,60,63
2003-04,27,MIN,NBA,PF,82,3231,,,,95%,5%,+9.8,+20.7,77,63,72,90,,35,,908,200,52,56
2004-05,28,MIN,NBA,PF,82,3121,,,,54%,46%,+1.7,+0.7,81,57,84,81,,37,,1039,228,51,60
2005-06,29,MIN,NBA,PF,76,2957,,,,83%,17%,+0.6,+10.8,73,36,71,85,,35,,653,187,48,36
2006-07,30,MIN,NBA,PF,76,2995,,,,71%,29%,-0.5,+14.8,76,44,85,80,,33,,696,195,38,50
2007-08,31,BOS,NBA,PF,71,2328,,,,78%,22%,+16.4,+11.8,57,22,59,70,,29,,560,142,24,48
2008-09,32,BOS,NBA,PF,57,1772,,,,89%,11%,+14.3,+10.6,38,14,38,50,,14,,324,57,16,14
2009-10,33,BOS,NBA,PF,69,2060,,,,94%,6%,+7.7,+7.7,34,15,52,81,,27,,409,96,29,40
2010-11,34,BOS,NBA,PF,71,2220,,,,95%,5%,+13.0,+16.1,49,18,48,56,,22,,375,76,10,24
2011-12,35,BOS,NBA,C,60,1864,,,,31%,69%,+7.5,+11.0,51,21,35,55,,21,,397,71,21,32
2012-13,36,BOS,NBA,C,68,2022,,,,17%,83%,+2.5,+6.0,43,21,45,59,,25,2,363,79,13,19
2012-13,36,XXX,,,,,,,,,,0.0,0.0,0,0,1,0,,1,0,0,0,0,0
2013-14,37,BRK,NBA,C,54,1109,,,,24%,76%,-1.6,-1.2,31,11,27,47,0,18,2,191,22,3,11
2014-15,38,TOT,NBA,PF,47,952,,,,83%,17%,-1.1,+2.5,20,4,22,0,0,0,0,176,0,4,5
2014-15,38,BRK,NBA,PF,42,854,,,,82%,18%,-1.1,+2.5,19,4,22,33,0,16,1,157,15,4,5
2014-15,38,MIN,NBA,PF,5,98,,,,96%,4%,+8.1,+18.1,1,0,0,6,0,0,0,19,2,0,0
2015-16,39,MIN,NBA,PF,38,556,,,,99%,1%,+5.6,+10.3,6,1,9,28,0,8,0,135,6,1,2
