Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,127,4623,.483,11.2,.975,.227,.214,.223,.310,.025,.489,.658,.423,.462,.432,.245,.646,.053,94,.667,.061,.000,6,0
5 seasons,,BOS,NBA,,84,3030,.490,11.1,.986,.233,.207,.212,.335,.014,.495,.648,.469,.420,.451,.176,.683,.059,65,1.000,.059,.000,0,0
4 seasons,,MIN,NBA,,31,1343,.465,11.4,.952,.205,.229,.253,.264,.048,.473,.664,.343,.525,.388,.300,.548,.040,25,.556,.033,.000,5,0
1 season,,BRK,NBA,,12,250,.524,10.8,.968,.333,.206,.143,.286,.032,.541,.762,.385,.556,.389,.000,.818,.063,4,,.500,.000,1,0
