Value Over Replacement Player
1997-98 NBA 5.5 (6th)
1998-99 NBA 3.5 (7th)
1999-00 NBA 6.6 (4th)
2000-01 NBA 6.2 (4th)
2001-02 NBA 7.0 (2nd)
2002-03 NBA 9.0 (1st)
2003-04 NBA 9.8 (1st)
2004-05 NBA 9.3 (1st)
2005-06 NBA 7.4 (2nd)
2006-07 NBA 5.2 (10th)
2007-08 NBA 5.5 (5th)
Career NBA 94.0 (4th)
Career 94.0 (4th)
