Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,621,74,9514,7.4,16.0,.466,0.4,1.2,.359,7.0,14.8,.474,3.5,4.4,.799,3.4,6.5,9.9,1.5,0.7,1.2,2.0,5.2,18.8
3 seasons,,GSW,NBA,,227,12,3021,8.5,18.4,.460,0.4,1.3,.333,8.0,17.1,.470,4.2,5.1,.831,3.4,6.8,10.2,2.0,0.6,1.2,2.6,5.4,21.6
3 seasons,,PHI,NBA,,205,4,3013,7.3,14.8,.492,0.0,0.2,.176,7.2,14.6,.496,3.2,4.2,.757,3.2,5.8,9.0,1.1,0.8,1.3,1.6,5.4,17.7
2 seasons,,MEM,NBA,,100,56,1924,6.1,13.8,.445,0.0,0.1,.250,6.1,13.6,.447,2.5,3.3,.750,3.9,6.6,10.5,1.2,0.6,1.0,2.0,4.4,14.7
1 season,,LAC,NBA,,50,1,835,7.1,15.8,.451,3.0,7.5,.402,4.1,8.3,.495,4.3,4.9,.877,2.6,7.8,10.3,1.9,0.6,1.1,1.6,6.4,21.6
1 season,,CLE,NBA,,39,1,721,7.7,16.8,.457,0.0,0.2,.200,7.6,16.6,.461,4.3,5.4,.806,3.5,6.3,9.8,1.4,0.7,1.3,2.2,4.4,19.8
