Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
2008-09,21,PHI,NBA,C,3,29,10.9,.514,.000,.571,13.2,12.8,13.0,0.0,0.0,0.0,0.0,14.7,,0.1,0.0,0.1,.113,,-3.5,-3.2,-6.6,0.0
2010-11,23,PHI,NBA,C,2,21,-6.0,.167,.000,.000,5.1,26.3,15.6,7.8,0.0,4.0,0.0,27.5,,-0.2,0.0,-0.1,-0.327,,-16.3,1.3,-15.0,-0.1
2011-12,24,MEM,NBA,PF,7,100,19.1,.507,.000,.244,15.4,21.5,18.3,4.3,1.6,2.6,9.9,23.3,,0.2,0.2,0.3,.151,,0.0,0.0,-0.1,0.0
2013-14,26,GSW,NBA,C,7,68,23.3,.533,.000,.333,14.9,22.4,18.6,8.5,1.5,5.0,4.6,27.1,,0.1,0.1,0.2,.146,,-1.3,2.8,1.5,0.1
2014-15,27,GSW,NBA,C,10,67,13.2,.381,.000,.357,13.2,20.9,17.1,10.4,3.1,3.6,7.6,35.2,,-0.1,0.2,0.0,.012,,-6.5,0.3,-6.2,-0.1
2015-16,28,GSW,NBA,C,24,201,14.2,.509,.364,.263,8.2,17.0,12.7,9.5,0.7,3.2,13.2,33.1,,-0.1,0.2,0.2,.040,,-2.5,-1.7,-4.2,-0.1
