Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,28,376,,,,97%,3%,-9.5,-13.6,4,4,11,28,1,10,2,29,12,2,7
2 seasons,,MEM,NBA,,28,376,,,,97%,3%,-9.5,-13.6,4,4,11,28,1,10,2,29,12,2,7
