Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,21,PHO,NBA,PG,70,1500,88%,12%,,,,-3.6,+0.9,72,29,19,67,,9,,359,24,5,35
2004-05,22,PHO,NBA,PG,63,1087,98%,2%,,,,-1.3,-12.1,47,23,17,45,,8,,298,30,9,17
2005-06,23,PHO,NBA,SG,57,1592,6%,94%,,,,+3.1,-4.8,35,25,29,54,,16,,382,64,18,47
2006-07,24,PHO,NBA,SG,80,2613,34%,66%,,,,+9.3,+4.5,70,32,44,99,,23,,756,107,35,56
2007-08,25,PHO,NBA,SG,82,2421,35%,65%,,,,+3.3,-6.4,49,38,30,94,,15,,507,93,26,58
2008-09,26,PHO,NBA,SG,70,1705,36%,64%,,,,+0.3,-3.1,52,15,26,47,,14,,364,90,29,47
2009-10,27,PHO,NBA,PG,44,786,100%,,,,,+6.3,+1.1,13,19,14,33,,11,,157,31,11,27
2010-11,28,TOR,NBA,SG,58,1395,16%,84%,,,,-5.6,+2.0,40,25,19,44,,13,,262,61,15,40
2011-12,29,TOT,NBA,SG,64,1382,7%,93%,,,,-2.3,-2.7,38,29,27,0,,0,,227,0,15,41
2011-12,29,TOR,NBA,SG,42,946,10%,90%,,,,-3.9,-0.2,27,22,19,38,,14,,149,34,9,24
2011-12,29,IND,NBA,SG,22,436,,99%,1%,,,+1.0,-2.6,11,7,8,10,,7,,78,14,6,17
2012-13,30,BOS,NBA,PG,41,513,83%,11%,6%,,,-3.0,-2.9,14,3,4,18,,3,1,125,17,5,13
2013-14,31,PHO,NBA,PG,20,368,47%,53%,,,,+6.6,+4.5,5,6,8,9,0,3,2,80,18,4,10
2014-15,32,GSW,NBA,SG,66,982,15%,83%,2%,,,+1.1,-12.9,22,15,7,38,1,3,1,232,28,4,16
2015-16,33,GSW,NBA,SG,68,1079,1%,85%,14%,,,+3.2,-10.8,22,21,10,35,3,9,0,191,31,6,20
2016-17,34,PHO,NBA,SG,45,580,1%,91%,8%,,,-2.6,+4.3,5,19,0,9,5,0,0,128,10,4,11
