Player,Sim,1,2,3,4,5,6
Evan Turner,,4.0,2.5,2.4,2.3,2.1,1.4
Eric Piatkowski,94.7,3.9,2.3,2.3,2.3,2.0,1.2
Jerryd Bayless,87.5,4.0,2.7,2.4,2.0,1.6,0.3
Charlie Criss,87.0,3.7,2.8,2.5,2.2,2.1,0.1
Rod Thorn,86.4,3.5,3.4,2.9,2.3,2.1,1.4
Mike Glenn,85.9,4.4,2.9,2.8,2.8,2.1,1.9
Fatty Taylor,85.3,3.7,3.0,2.6,2.6,1.3,1.2
John Battle,84.7,4.0,3.2,2.3,1.7,1.5,1.0
Trenton Hassell,84.0,4.0,2.7,2.6,2.3,1.5,-0.1
Darrell Walker,84.0,3.8,3.7,2.8,2.3,2.1,0.8
Randy Foye,83.9,3.2,3.1,2.3,2.2,1.7,1.1
