Player,Sim,1,2,3,4,5,6,7,8,9,10
Jerome James,,1.2,0.9,0.8,0.7,0.1,0.0,-0.1,-0.2,-0.5,
Dick Cunningham,69.1,1.2,1.0,1.0,1.0,0.0,0.0,0.0,,,
Stuart Gray,61.7,1.1,0.9,0.7,0.6,0.4,0.0,-0.4,,,
Walt Davis,60.5,1.6,0.9,0.9,0.8,0.6,,,,,
Rickey Brown,60.2,1.8,0.9,0.9,0.7,0.4,,,,,
Mark McNamara,58.8,1.2,0.7,0.6,0.4,0.1,0.0,0.0,-0.2,,
Eric Fernsten,56.6,1.2,1.0,0.5,0.5,0.2,0.0,,,,
Jawann Oldham,54.8,1.3,1.2,1.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0
Jelani McCoy,53.8,1.5,1.4,1.1,1.0,0.1,0.0,0.0,0.0,,
Johan Petro,45.2,1.7,1.0,0.8,0.7,0.4,0.4,0.4,0.2,,
Steve Hayes,45.1,1.2,0.9,0.3,0.3,0.2,,,,,
